IND,SOC_LABEL,SEX,RACE_HISP,TOTALS
9390,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic White,434
9390,Building and Grounds Cleaning and Maintenance Occupations,2,Non-Hispanic White,136
9390,Business and Financial Operations Occupations,1,Hispanic White,35
9390,Business and Financial Operations Occupations,1,Non-Hispanic White,115
9390,Business and Financial Operations Occupations,2,Hispanic AIAN,30
9390,Business and Financial Operations Occupations,2,Non-Hispanic Black,25
9390,Community and Social Services Occupations,2,Non-Hispanic White,26
9390,Computer and Mathematical Occupations,1,Non-Hispanic White,73
9390,Computer and Mathematical Occupations,2,Hispanic White,12
9390,Construction and Extraction Occupations,1,Hispanic White,40
9390,Construction and Extraction Occupations,1,Non-Hispanic White,68
9390,Food Preparation and Service Occupations,1,Non-Hispanic Black,24
9390,"Installation, Maintenance, and Repair Occupations",1,Hispanic Other,49
9390,"Installation, Maintenance, and Repair Occupations",1,Hispanic White,40
9390,"Installation, Maintenance, and Repair Occupations",1,Non-Hispanic Black,61
9390,"Installation, Maintenance, and Repair Occupations",1,Non-Hispanic White,536
9390,"Installation, Maintenance, and Repair Occupations",2,Non-Hispanic White,69
9390,Legal Occupations,1,Hispanic Multiracial,13
9390,Legal Occupations,1,Non-Hispanic White,25
9390,Legal Occupations,2,Non-Hispanic White,16
9390,"Life, Physical, and Social Science Occupations",2,Non-Hispanic White,12
9390,Management Occupations,1,Hispanic Other,10
9390,Management Occupations,1,Non-Hispanic White,250
9390,Management Occupations,2,Hispanic Other,23
9390,Management Occupations,2,Hispanic White,15
9390,Management Occupations,2,Non-Hispanic Black,108
9390,Management Occupations,2,Non-Hispanic White,144
9390,Office and Administrative Support Occupations,1,Hispanic AIAN,20
9390,Office and Administrative Support Occupations,1,Hispanic White,89
9390,Office and Administrative Support Occupations,1,Non-Hispanic Black,75
9390,Office and Administrative Support Occupations,1,Non-Hispanic White,500
9390,Office and Administrative Support Occupations,2,Hispanic AIAN,50
9390,Office and Administrative Support Occupations,2,Hispanic Black,48
9390,Office and Administrative Support Occupations,2,Hispanic White,130
9390,Office and Administrative Support Occupations,2,Non-Hispanic Asian,36
9390,Office and Administrative Support Occupations,2,Non-Hispanic Black,400
9390,Office and Administrative Support Occupations,2,Non-Hispanic White,663
9390,Personal Care and Service Occupations,2,Non-Hispanic White,4
9390,Production Occupations,1,Non-Hispanic Black,16
9390,Production Occupations,1,Non-Hispanic White,19
9390,Protective Service Occupations,1,Non-Hispanic White,9
9390,Tarnsportation and Material Moving Occupations,1,Hispanic Other,22
9390,Tarnsportation and Material Moving Occupations,1,Non-Hispanic Black,65
9390,Tarnsportation and Material Moving Occupations,1,Non-Hispanic White,84
9390,Tarnsportation and Material Moving Occupations,2,Non-Hispanic Black,39
9390,Tarnsportation and Material Moving Occupations,2,Non-Hispanic White,72
9470,Architecture and Engineering Occupations,1,Hispanic White,16
9470,Architecture and Engineering Occupations,1,Non-Hispanic White,170
9470,"Arts, Design, Entertainment, Sports, and Media Occupations",1,Hispanic White,17
9470,"Arts, Design, Entertainment, Sports, and Media Occupations",1,Non-Hispanic Black,15
9470,"Arts, Design, Entertainment, Sports, and Media Occupations",1,Non-Hispanic White,88
9470,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic Asian,14
9470,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic Black,23
9470,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic White,55
9470,Building and Grounds Cleaning and Maintenance Occupations,1,Hispanic Black,10
9470,Building and Grounds Cleaning and Maintenance Occupations,1,Hispanic White,16
9470,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic Black,30
9470,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic Multiracial,46
9470,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic White,192
9470,Building and Grounds Cleaning and Maintenance Occupations,2,Non-Hispanic Black,88
9470,Building and Grounds Cleaning and Maintenance Occupations,2,Non-Hispanic White,177
9470,Business and Financial Operations Occupations,1,Hispanic White,32
9470,Business and Financial Operations Occupations,1,Non-Hispanic Asian,143
9470,Business and Financial Operations Occupations,1,Non-Hispanic Black,29
9470,Business and Financial Operations Occupations,1,Non-Hispanic White,179
9470,Business and Financial Operations Occupations,2,Hispanic Other,11
9470,Business and Financial Operations Occupations,2,Hispanic White,26
9470,Business and Financial Operations Occupations,2,Non-Hispanic Black,178
9470,Business and Financial Operations Occupations,2,Non-Hispanic Multiracial,38
9470,Business and Financial Operations Occupations,2,Non-Hispanic White,183
9470,Community and Social Services Occupations,1,Hispanic Other,36
9470,Community and Social Services Occupations,1,Hispanic White,46
9470,Community and Social Services Occupations,1,Non-Hispanic Black,693
9470,Community and Social Services Occupations,1,Non-Hispanic Multiracial,32
9470,Community and Social Services Occupations,1,Non-Hispanic White,563
9470,Community and Social Services Occupations,2,Hispanic Multiracial,60
9470,Community and Social Services Occupations,2,Hispanic Other,33
9470,Community and Social Services Occupations,2,Hispanic White,91
9470,Community and Social Services Occupations,2,Non-Hispanic Black,743
9470,Community and Social Services Occupations,2,Non-Hispanic Multiracial,15
9470,Community and Social Services Occupations,2,Non-Hispanic White,609
9470,Computer and Mathematical Occupations,1,Non-Hispanic Black,93
9470,Computer and Mathematical Occupations,1,Non-Hispanic White,151
9470,Computer and Mathematical Occupations,2,Hispanic Multiracial,18
9470,Computer and Mathematical Occupations,2,Non-Hispanic Asian,19
9470,Computer and Mathematical Occupations,2,Non-Hispanic Black,68
9470,Computer and Mathematical Occupations,2,Non-Hispanic White,115
9470,Construction and Extraction Occupations,1,Non-Hispanic Black,42
9470,Construction and Extraction Occupations,1,Non-Hispanic White,136
9470,"Educations, Library, and Training Occupations",1,Hispanic Black,20
9470,"Educations, Library, and Training Occupations",1,Hispanic White,21
9470,"Educations, Library, and Training Occupations",1,Non-Hispanic Black,164
9470,"Educations, Library, and Training Occupations",1,Non-Hispanic White,108
9470,"Educations, Library, and Training Occupations",2,Hispanic Other,15
9470,"Educations, Library, and Training Occupations",2,Non-Hispanic Black,126
9470,"Educations, Library, and Training Occupations",2,Non-Hispanic Multiracial,15
9470,"Educations, Library, and Training Occupations",2,Non-Hispanic White,102
9470,Food Preparation and Service Occupations,1,Hispanic White,13
9470,Food Preparation and Service Occupations,1,Non-Hispanic Black,46
9470,Food Preparation and Service Occupations,1,Non-Hispanic White,23
9470,Food Preparation and Service Occupations,2,Non-Hispanic Black,25
9470,Food Preparation and Service Occupations,2,Non-Hispanic White,45
9470,Healthcare Practitioners and Technical Occupations,1,Hispanic White,68
9470,Healthcare Practitioners and Technical Occupations,1,Non-Hispanic Asian,19
9470,Healthcare Practitioners and Technical Occupations,1,Non-Hispanic Black,244
9470,Healthcare Practitioners and Technical Occupations,1,Non-Hispanic Multiracial,36
9470,Healthcare Practitioners and Technical Occupations,1,Non-Hispanic White,946
9470,Healthcare Practitioners and Technical Occupations,2,Hispanic White,24
9470,Healthcare Practitioners and Technical Occupations,2,Non-Hispanic Asian,24
9470,Healthcare Practitioners and Technical Occupations,2,Non-Hispanic Black,194
9470,Healthcare Practitioners and Technical Occupations,2,Non-Hispanic Multiracial,15
9470,Healthcare Practitioners and Technical Occupations,2,Non-Hispanic White,448
9470,Healthcare Support Occupations,2,Non-Hispanic White,32
9470,"Installation, Maintenance, and Repair Occupations",1,Hispanic Other,8
9470,"Installation, Maintenance, and Repair Occupations",1,Hispanic White,16
9470,"Installation, Maintenance, and Repair Occupations",1,Non-Hispanic Black,78
9470,"Installation, Maintenance, and Repair Occupations",1,Non-Hispanic White,305
9470,"Installation, Maintenance, and Repair Occupations",2,Non-Hispanic Black,46
9470,"Installation, Maintenance, and Repair Occupations",2,Non-Hispanic White,5
9470,Legal Occupations,1,Hispanic White,46
9470,Legal Occupations,1,Non-Hispanic Asian,58
9470,Legal Occupations,1,Non-Hispanic Black,284
9470,Legal Occupations,1,Non-Hispanic Multiracial,29
9470,Legal Occupations,1,Non-Hispanic White,2038
9470,Legal Occupations,2,Hispanic Multiracial,5
9470,Legal Occupations,2,Hispanic Other,11
9470,Legal Occupations,2,Hispanic White,125
9470,Legal Occupations,2,Non-Hispanic Asian,157
9470,Legal Occupations,2,Non-Hispanic Black,367
9470,Legal Occupations,2,Non-Hispanic Multiracial,11
9470,Legal Occupations,2,Non-Hispanic White,2234
9470,"Life, Physical, and Social Science Occupations",1,Non-Hispanic White,148
9470,"Life, Physical, and Social Science Occupations",2,Hispanic Multiracial,27
9470,"Life, Physical, and Social Science Occupations",2,Hispanic Other,25
9470,"Life, Physical, and Social Science Occupations",2,Non-Hispanic Black,16
9470,"Life, Physical, and Social Science Occupations",2,Non-Hispanic White,114
9470,Management Occupations,1,Non-Hispanic AIAN,26
9470,Management Occupations,1,Non-Hispanic Black,73
9470,Management Occupations,1,Non-Hispanic White,964
9470,Management Occupations,2,Hispanic White,75
9470,Management Occupations,2,Non-Hispanic Black,343
9470,Management Occupations,2,Non-Hispanic White,379
9470,Office and Administrative Support Occupations,1,Hispanic Multiracial,15
9470,Office and Administrative Support Occupations,1,Hispanic Other,53
9470,Office and Administrative Support Occupations,1,Hispanic White,241
9470,Office and Administrative Support Occupations,1,Non-Hispanic Asian,63
9470,Office and Administrative Support Occupations,1,Non-Hispanic Black,393
9470,Office and Administrative Support Occupations,1,Non-Hispanic White,1379
9470,Office and Administrative Support Occupations,2,Hispanic Black,8
9470,Office and Administrative Support Occupations,2,Hispanic Multiracial,36
9470,Office and Administrative Support Occupations,2,Hispanic Other,137
9470,Office and Administrative Support Occupations,2,Hispanic White,877
9470,Office and Administrative Support Occupations,2,Non-Hispanic AIAN,32
9470,Office and Administrative Support Occupations,2,Non-Hispanic Asian,174
9470,Office and Administrative Support Occupations,2,Non-Hispanic Black,2618
9470,Office and Administrative Support Occupations,2,Non-Hispanic Multiracial,96
9470,Office and Administrative Support Occupations,2,Non-Hispanic White,5606
9470,Personal Care and Service Occupations,2,Hispanic Other,32
9470,Personal Care and Service Occupations,2,Non-Hispanic Asian,22
9470,Personal Care and Service Occupations,2,Non-Hispanic Black,21
9470,Production Occupations,1,Hispanic Other,35
9470,Production Occupations,1,Hispanic White,9
9470,Production Occupations,1,Non-Hispanic Black,15
9470,Production Occupations,1,Non-Hispanic White,28
9470,Protective Service Occupations,1,Hispanic AIAN,16
9470,Protective Service Occupations,1,Hispanic Asian,23
9470,Protective Service Occupations,1,Hispanic Black,88
9470,Protective Service Occupations,1,Hispanic Multiracial,303
9470,Protective Service Occupations,1,Hispanic Other,1573
9470,Protective Service Occupations,1,Hispanic White,4461
9470,Protective Service Occupations,1,Non-Hispanic AIAN,47
9470,Protective Service Occupations,1,Non-Hispanic Asian,389
9470,Protective Service Occupations,1,Non-Hispanic Black,8282
9470,Protective Service Occupations,1,Non-Hispanic Multiracial,399
9470,Protective Service Occupations,1,Non-Hispanic Other,54
9470,Protective Service Occupations,1,Non-Hispanic White,31832
9470,Protective Service Occupations,2,Hispanic Asian,18
9470,Protective Service Occupations,2,Hispanic Black,24
9470,Protective Service Occupations,2,Hispanic Multiracial,13
9470,Protective Service Occupations,2,Hispanic Other,262
9470,Protective Service Occupations,2,Hispanic White,709
9470,Protective Service Occupations,2,Non-Hispanic Asian,38
9470,Protective Service Occupations,2,Non-Hispanic Black,3427
9470,Protective Service Occupations,2,Non-Hispanic Multiracial,124
9470,Protective Service Occupations,2,Non-Hispanic White,4939
9470,Sales and Related Occupations,1,Hispanic Other,33
9470,Sales and Related Occupations,2,Non-Hispanic Asian,27
9470,Sales and Related Occupations,2,Non-Hispanic Black,42
9470,Sales and Related Occupations,2,Non-Hispanic White,20
9470,Tarnsportation and Material Moving Occupations,1,Hispanic White,36
9470,Tarnsportation and Material Moving Occupations,1,Non-Hispanic Black,35
9470,Tarnsportation and Material Moving Occupations,1,Non-Hispanic White,149
9470,Tarnsportation and Material Moving Occupations,2,Hispanic Other,21
9470,Tarnsportation and Material Moving Occupations,2,Hispanic White,6
9470,Tarnsportation and Material Moving Occupations,2,Non-Hispanic Black,46
9470,Tarnsportation and Material Moving Occupations,2,Non-Hispanic White,22
9480,Architecture and Engineering Occupations,1,Non-Hispanic Multiracial,63
9480,Architecture and Engineering Occupations,1,Non-Hispanic White,55
9480,"Arts, Design, Entertainment, Sports, and Media Occupations",1,Non-Hispanic Black,50
9480,"Arts, Design, Entertainment, Sports, and Media Occupations",1,Non-Hispanic White,29
9480,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Hispanic Black,14
9480,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Hispanic White,42
9480,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic Asian,46
9480,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic Black,4
